id,text,text_clean,label_inset_lexicon,label_manual,catatan
5731,iya dik tapi kenapa harus impor migas oke lah impor karena supply didalam negeri kurang kan bisa ditutup dengan ekspor barang kita yg lebih murah benar gak si dek brsekali lagi kenapa harus impor bukannya kalau bisa dibuat dalam negeri sendiri bisa menjadikan makin banyak ahli terampil dalam negeri ujungnya ekonomi indonesia meningkat didorong bertambahnya tenaga ahli dalam negeri coba dipikir pakai logika,dik kenapa harus impor migas impor supply dalam negeri kurang tutup ekspor barang lebih murah benar tidak dek brsekali kenapa harus impor bukan buat dalam negeri sendiri jadi makin ahli terampil dalam negeri ujung ekonomi indonesia tingkat dorong tambah tenaga ahli dalam negeri pikir pakai logika,Negatif,Negatif,
4398,bapak bohongin rakyat,bapak bohongin rakyat,Netral,Negatif,
7982,otak miring bodoh,otak miring bodoh,Negatif,Negatif,
4693,aneh aneh ya desa gak terlalu tp imbasnya negara ngikutin dollar bumn pabrik pabrik dll,aneh aneh desa tidak terlalu imbas negara ikut dollar bumn pabrik pabrik dll,Negatif,Negatif,
2759,sekelas presiden ngomong begini memalukan pak,kelas presiden omong begini malu bapak,Negatif,Negatif,
4824,ekonom cap kecap sabar ngopo,ekonom cap kecap sabar ngopo,Netral,Negatif,
3438,waduh sesat cara berpikirmenutupi kelemahannya,waduh sesat cara berpikirmenutupi lemah,Negatif,Negatif,
7906,sudah bohong banyak ngebacot,bohong ngebacot,Negatif,Negatif,
4024,rakyat kecil tidak terpapar langsung fluktuasi dolar yang panik biasanya importir dan spekulan jangan dibelokkan konteksnya,rakyat kecil tidak papar langsung fluktuasi dolar panik biasa importir spekulan jangan belok konteks,Negatif,Negatif,
5837,bersukurlah bagi kita yg tdk ikut milih dia,bersukurlah bagi tidak pilih,Negatif,Negatif,
2056,yg penting presiden senang,penting presiden senang,Negatif,Negatif,
3289,yang bodoh rakyat atau pemimpin ya,bodoh rakyat pimpin,Netral,Negatif,
7472,antara di bohongi opo gobloki juga kita gk tau,antara bohong opo goblok tidak tau,Negatif,Negatif,
5709,orang tuanya gak pernah ngajarin anaknya puter otak hidup mandiri tanpa jeratan dolarbrharusnya anak indonesia berfikir sepertj anak iran,tua tidak ajar anak puter otak hidup mandiri tanpa jerat dolarbrharusnya anak indonesia pikir sepertj anak iran,Negatif,Negatif,
7442,venar tidak semua yg pakai dollat didesa ku tak ada money changer prof,venar tidak pakai dollat desa tak money changer prof,Netral,Netral,
7112,apakah yang ada dalam pikiran para ahli ekonomi mendengar ini,apakah dalam pikir para ahli ekonomi dengar,Positif,Positif,
6311,pupuk di dalam negeri mahal apa lg yg kau banggakan,pupuk dalam negeri mahal kau bangga,Positif,Negatif,
3079,astagvirullihal adzimngomongnya sprtinya ga pake otak,astagvirullihal adzimngomongnya sprtinya tidak pakai otak,Negatif,Negatif,
6497,makan tuh pemuja ok gas keliatan bodoh nya,makan tuh puja gas lihat bodoh,Positif,Negatif,
9674,kenapa aku wni,kenapa wni,Netral,Negatif,
6843,di mana kerangka berfikir sistematisnya ini duuh didesa pake dolar juga pak,mana kerangka pikir sistematis duuh desa pakai dolar bapak,Negatif,Negatif,
2424,belajar dulu pak,ajar dulu bapak,Negatif,Negatif,
8085,prabowo tidak berkompeten menjadi pemimpin,prabowo tidak kompeten pimpin,Netral,Negatif,
9305,jangan lihat singapura. buktinya noh malaysia masih stabil itu harga bahan bakar. dan udah tau keadaan begini kenapa prabowo tidak menghentikan program mbg ? udah tau situasinya kayak gitu masih aja kekeh.,jangan lihat singapura bukti noh malaysia masih stabil harga bahan bakar tau ada begini kenapa prabowo tidak henti program mbak tau situasi kayak masih saja kekeh,Negatif,Negatif,
9802,heran bgt masyarakat lebih paham daripada presiden dan antek2nya,heran banget masyarakat lebih paham daripada presiden antek,Netral,Negatif,
3442,gusti apa yg terjadi sama pak wowo,gusti jadi sama bapak prabowo,Positif,Negatif,
145,gw kiraahh sudahlah,kiraahh sudah,Negatif,Negatif,
1311,aman mata mu cuk,aman mata cuk,Negatif,Negatif,
7817,pemimpin bloon,pimpin bloon,Negatif,Negatif,
2770,terlalu menganggap remeh imbasnye ke desa bisanye cuma joget doang sih,terlalu anggap remeh imbasnye desa bisanye cuma joget doang,Negatif,Negatif,
2499,masih ingat gak perkara pancing dan ikan waktu kampanye dulu,masih ingat tidak perkara pancing ikan waktu kampanye dulu,Positif,Positif,
4801,orde ompreng memang kacau balauadil itu bkn sama ratatp tepat sasaranmasak anakquot org kaya ikut nikmatin mbg dgn alasan perbaikan gizi yg jd beban apbnsmntra mbg gak layak bwt anakquot org kaya amp tdk mencukupi anakquot org miskinorg pinter koq keblinger,orde ompreng memang kacau balauadil bukan sama ratatp tepat sasaranmasak anakquot kayak nikmat mbak alas baik gizi beban apbnsmntra mbak tidak layak buat anakquot kayak tidak cukup anakquot miskinorg pintar kok keblinger,Netral,Negatif,
1881,yang anti pemerintah pasti nyinyirndak pernah berbuat baik untuk negara tapi selalu bikin gaduh seakan akan paling pintermakanya pada ndak pernah dipake di pemerintahcuma mau merusak nkridasar busuk,anti perintah pasti nyinyirndak buat baik negara selalu gaduh akan paling pintermakanya tidak pakai pemerintahcuma mau rusak nkridasar busuk,Negatif,Negatif,
4251,pak presiden buka wawasan memang orang desa tidak pakai dollar sebagai alat prabayar tapi orang desa yang paling rasakan imbasnya segalanya mahal,bapak presiden buka wawas memang desa tidak pakai dollar bagai alat prabayar desa paling rasa imbas segala mahal,Negatif,Negatif,
7614,type pemimpn kaya gini ga perduli sama kritikan masuk kiri keluar kanan yg penting masih jd presiden menikmati fasilitas dan kekuasaan pemimpin minim literasi tanda sdm rendah,type pemimpn kayak begini tidak duli sama kritik masuk kiri keluar kanan penting masih presiden nikmat fasilitas kuasa pimpin minim literasi tanda sdm rendah,Negatif,Negatif,
7967,koplak koplakanak kecil aja tau dolar naik garam lombok juga naik,kocak koplakanak kecil saja tau dolar naik garam lombok naik,Negatif,Negatif,
2863,segerakan kdm jadi presiden,segera kdm presiden,Netral,Negatif,
759,ni jawaban sekelas orang nomor satu brwkwkwkwk brgimana antek antek nya,jawab kelas nomor satu brwkwkwkwk brgimana antek antek,Negatif,Negatif,
7017,tapi kenapa pupuk urea sangat mahal di pasaran ya,kenapa pupuk urea sangat mahal pasar,Negatif,Negatif,
6866,bukti yg bicara jangan omdo rupiah anjlok,bukti bicara jangan omong doang rupiah anjlok,Negatif,Negatif,
3996,pemimpin kita pinter lho omong bahasa inggris lancar bahasa jerman lancar bahasa arab lancar bahasa mandari ngerti bahasa monyet apalagibrkurang apa ya kurang mikir aja pikirannya pendek gampang tersulut juga alias sumbu pendek anti kritik dan mudah puas,pimpin pintar lho omong bahasa inggris lancar bahasa jerman lancar bahasa arab lancar bahasa mandar erti bahasa monyet apalagibrkurang kurang mikir saja pikir pendek gampang sulut alias sumbu pendek anti kritik mudah puas,Negatif,Negatif,
3296,presiden bicaranya begini,presiden bicara begini,Positif,Negatif,
6974,di desa klo harga sayur naik rupiah aja sdah menjerit,desa harga sayur naik rupiah saja jerit,Negatif,Negatif,
3647,pemimpin gak becus,pimpin tidak becus,Positif,Negatif,
5054,tuuh anak sd az taucerdas lagitrs yg skolah nya tnggi smpe sss sampe ssss ga bisa ngejelasin,tuh anak sd az taucerdas lagitrs sekolah tnggi sampai sss sampai ssss tidak ngejelasin,Negatif,Negatif,
4310,surplus jagungsurplus cpo surplus beras bapak professor yg bohongi masyarakat bulan juli sudah biodiesel bstop import solar,surplus jagungsurplus cpo surplus beras bapak professor bohong masyarakat bulan juli biodiesel bstop import solar,Negatif,Negatif,
8522,saya dikota juga tidak pakai dollar tapi merasakan kenaikan harga,kota tidak pakai dollar rasa naik harga,Netral,Negatif,
5303,anak abah orang kaya calon ternak asing mafia kedepannya ni bocah udah di ajarkan orang tua nya cek anak orang kaya kah,anak abah kayak calon ternak asing mafia depan bocah ajar tua cek anak kayak,Negatif,Negatif,
9773,"harga kebutuhan pokok memang gak pakek dolar tapi harganya melambung pak ijin pak memang aman harganya pak cek lapangan pak jngan terima data mentah ayolah pak, saya yakin bapak bisa cek lapangan ngobrol langsung sama rakyat",harga butuh pokok memang tidak pakai dolar harga lambung bapak ijin bapak memang aman harga bapak cek lapang bapak jangan terima data mentah ayo bapak yakin bapak cek lapang obrol langsung sama rakyat,Positif,Positif,
7898,daya pikunnya terlalu tinggi sehingga sangat mudah di kibulin,daya pikun terlalu tinggi sangat mudah kibulin,Negatif,Negatif,
7610,presiden indonesia jawa gila,presiden indonesia jawa gila,Negatif,Negatif,
6689,pidato sampah,pidato sampah,Negatif,Negatif,
9479,ini pikirannya gmn si?,pikir bagaimana,Negatif,Negatif,
5994,lupa minum obat kayaknya nih orang,lupa minum obat kayak,Negatif,Negatif,
7937,pak prabowo jangan terlalu banyak pidato dan mengeluarkan statemen hanya tambah gaduh dan bikin rakyat tambah pusing,bapak prabowo jangan terlalu pidato keluar statemen hanya tambah gaduh rakyat tambah pusing,Netral,Negatif,
3038,parah makin tolol nih orang malah nyalahin orang yg keluar negri bukanya nyalahin kebijakan ketololannya yg buat rupiah melemah,parah makin tolol malah salah keluar negeri buka salah bijak tolol buat rupiah lemah,Negatif,Negatif,
3995,lah kita emang orang desa gak pakai dolar ko pakainya rupiah prabowo bicara fakta kok pada sewot,memang desa tidak pakai dolar kok pakai rupiah prabowo bicara fakta kok sewot,Negatif,Negatif,
7007,mas anis mas anis nilai anda ketinggian,anis anis nilai anda tinggi,Netral,Netral,
5604,si wowo dah mabok kecubung eh maap,prabowo mabok kecubung maaf,Negatif,Negatif,
2808,woo alah wong pikun orang maksud,woo alah wong pikun maksud,Negatif,Negatif,
1254,perlu test iq gak si presiden kita,perlu test iq tidak presiden,Netral,Negatif,
3449,ouw tambah suwe tambah koplakbrpabrik beli bahan baku gimanabrminyak dan turunannya apa gk pakai dollarbrcontohnya plastik dan bbm apa gk pengaruh dollar apa yg dipelosok gk ikut ngerasain dollar naik,ouw tambah suwe tambah koplakbrpabrik beli bahan baku gimanabrminyak turun tidak pakai dollarbrcontohnya plastik bbm tidak pengaruh dollar pelosok tidak rasai dollar naik,Negatif,Negatif,
4128,kasih paham pak makjleebb,kasih paham bapak makjleebb,Netral,Negatif,
2738,nilai dari terbukti sudah,nilai bukti,Positif,Negatif,
7192,ada benernya juga tapi barang infor pak jadi mahal di desa,benernya barang infor bapak mahal desa,Netral,Netral,
1003,ketololan yang hakiki sudah pikun,tolol hakiki pikun,Negatif,Negatif,
4402,gue ngga nyangka klau presiden konoha segoblok itu,tidak sangka presiden konoha goblok,Netral,Negatif,
8064,selalu kok quotbapak dibohongiquotbrlha yg bersangkutan sendiri emang gitu,selalu kok quotbapak dibohongiquotbrlha sangkut sendiri memang,Negatif,Negatif,
5468,cerdas banget ananda,cerdas banget ananda,Netral,Negatif,
2134,orang super kaya seperti pak prabowo tentu gak kawatir tapi orang ekonomi lemahhhhhhhh yg kebutuhannya gali lobang tutup lobang tentu sangat terdampak orang sudah tua nalarnya kok sempittt,super kayak bapak prabowo tentu tidak kawatir ekonomi lemahhhhhhhh butuh gali lobang tutup lobang tentu sangat dampak tua nalar kok sempittt,Negatif,Negatif,
1,presiden terburuk sepanjnag sejarah asli parah,presiden buruk sepanjnag sejarah asli parah,Negatif,Negatif,
3435,dolar naik ya naik semua barang moy gemoy gemoy tlong jagan ikut pemilu lagi ya please dah,dolar naik naik barang moy gemoy gemoy tlong jagan milu please,Netral,Negatif,
2508,emng di indonesia ga pake dolar cuman pemerintah belanja ke luar negri buat import barang kan harus pake dolar dampak nya ya apa jdi naek,memang indonesia tidak pakai dolar cuman perintah belanja luar negeri buat import barang harus pakai dolar dampak naik,Negatif,Negatif,
1124,presiden loyo,presiden loyo,Positif,Negatif,
544,terimakasih terimakasih banget yee bgsd,terimakasih terimakasih banget bgsd,Positif,Negatif,
2847,pengen muntah presiden ko kaya gini,pengin muntah presiden kok kayak begini,Negatif,Negatif,
350,anda sebagai presiden tapi ngga mikir rakyat kecil yamemang rakyat desa ngga pakai dollar tapi semua nya pengaruh dg harga pangan yg sudah naik anda ini kalau ngomong pakai akal ngga sie wowo,anda bagai presiden tidak mikir rakyat kecil yamemang rakyat desa tidak pakai dollar pengaruh harga pangan naik anda omong pakai akal tidak prabowo,Negatif,Negatif,
4081,selevel presiden orasi dan cara berdiplomasi tdk menunjukan levelnyamalah jadi candaan dan guyonan netizen,level presiden orasi cara diplomasi tidak tunjuk levelnyamalah canda guyon netizen,Negatif,Negatif,
6448,yang tepuk tanganin omgan itu kelihatan bodohnya untungnya gk smua,tepuk tanganin omgan lihat bodoh untung tidak,Positif,Negatif,
1394,stetment terkocak abad ini,stetment kocak abad,Negatif,Negatif,
5911,orang orang bodoh ini yang miloh dia,bodoh miloh,Netral,Negatif,
3315,presidennya tambah goblok,presiden tambah goblok,Netral,Negatif,
6299,sekarang sudah terbukti indonesia makin gelap,sekarang bukti indonesia makin gelap,Negatif,Negatif,
9546,alah tai,alah tahi,Negatif,Negatif,
8138,hahaha penilaian dolar saja kaya gak sekolah,hahaha nilai dolar saja kayak tidak sekolah,Negatif,Negatif,
458,puncak ketololan seorang pemimpin,puncak tolol orang pimpin,Negatif,Negatif,
3425,bodoh pdahal prabowo setiap bulan k luar negeribrpak kami bodoh tp gx seperti bpak,bodoh prabowo tiap bulan luar negeribrpak bodoh tidak bpak,Netral,Negatif,
4077,pokoknya pemimpinnya dan para pendamping pendampingnya sama tolol dan konyolnya semoga allah melindungi negara kita dan allah melaknat pemimpin yang dzalim aamiin yra,pokok pimpin para damping damping sama tolol konyol moga allah lindung negara allah laknat pimpin dzalim amin yra,Positif,Negatif,
4036,tdk di bohongi memang segitu dg anak ingusan,tidak bohong memang segitu anak ingus,Negatif,Negatif,
8746,stres akuu pakkk lama2 tinggal di negara kaya giniiiiii,stres pakkk lama tinggal negara kayak giniiiiii,Negatif,Negatif,
1732,beh punya presiden kok gak ngerti,beh punya presiden kok tidak erti,Positif,Negatif,
8043,presiden yang bodoh lahir dari pada pemilih yang bodoh,presiden bodoh lahir pilih bodoh,Positif,Negatif,
8585,ga ikut milih kena dampak nya,tidak pilih kena dampak,Negatif,Negatif,
7441,begitullah omongan omon omon gak pakai otak,begitullah omong omon omon tidak pakai otak,Negatif,Negatif,
132,makin bloon aja yak,makin bloon saja,Negatif,Negatif,
4808,bro kira orang di desa transaksinya dengan cara barter,kira desa transaksi cara barter,Positif,Negatif,
1433,ternyata benar kata anisdapat nilai dikira dollar naik gak ad efek ke dlam kebutuhan sehari hari rakyattanpa mbg rakyat sudah cerdasjng dibodohi lagi,nyata benar kata anisdapat nilai kira dollar naik tidak efek dalam butuh hari hari rakyattanpa mbak rakyat cerdasjng bodoh,Negatif,Negatif,
5482,di belakang kamu siape dek,belakang siape dek,Netral,Negatif,
3008,jangan asal omon wooobrbrdi desa emang gak pke dolar tapi dolar naik harga kebutuhan apapun juga ikut naik brbrkmna nih mikirnyataiiii,jangan asal omon wooobrbrdi desa memang tidak pakai dolar dolar naik harga butuh apa naik brbrkmna mikirnyataiiii,Negatif,Negatif,
1892,kok bisa sekelas presiden pemikiran kek gini ya allah,kok kelas presiden pikir kayak begini allah,Netral,Negatif,
1489,karena beliau lahir tumbuh besar di keluarga kaya dan lingkungan elit,beliau lahir tumbuh besar keluarga kayak lingkung elit,Negatif,Negatif,
971,byak banget yg nyesel milih dia,banget sesal pilih,Negatif,Negatif,
4130,benix dulu pernah bikin konten semakin rupiah runtuh semakin negara kuat katanya,benix dulu konten makin rupiah runtuh makin negara kuat kata,Negatif,Negatif,
7320,panich panich,panich panich,Netral,Netral,
2304,di desa tidak pakai dolar tapi pakai harga global kan presiden habibie pasti lebih baik dari ini,desa tidak pakai dolar pakai harga global presiden habibie pasti lebih baik,Positif,Positif,
3264,harga naik semua bahan sampe ke desa pak ini,harga naik bahan sampai desa bapak,Negatif,Negatif,
9486,akupun gk mengerti kak,aku tidak erti,Netral,Netral,
7627,tiap pidato malah bikin mules rakyat,tiap pidato malah mules rakyat,Negatif,Negatif,
3972,lah dia sendiri nyembah dolar,sendiri nyembah dolar,Negatif,Negatif,
6904,dengan pidato beliau bentar lagi tembus ribu,pidato beliau bentar tembus ribu,Positif,Positif,
7681,cocotmu iku kakean bacot kami di kampung adem adem aja kao yg panik,cocotmu iku kakean bacot kampung adem adem saja kao panik,Negatif,Negatif,
5791,sudah biarinpara pejabat memang menganggap orang orang dibawah pada bodoh bodoh muda dikibuli apalagi orang desa bagi mereka bodohnya minta ampun walaupun mereka ngomong kambing beranak gajah pun orang desa bakalan percaya karena terlalu sangat bodoh,biarinpara jabat memang anggap bawah bodoh bodoh muda kibul apalagi desa bagi bodoh minta ampun walaupun omong kambing anak gajah desa bakal percaya terlalu sangat bodoh,Negatif,Negatif,
7600,dibohongi bukan karena idot ya,bohong bukan idot,Negatif,Negatif,
1559,presiden kontol,presiden kontol,Negatif,Negatif,
8672,lah tekan malaysia,tekan malaysia,Negatif,Negatif,
593,jaman pa harto dibawah rb pa harto mundur lah ini malah bilang di desa ga pakai dolar,jaman harto bawah ribu harto mundur malah bilang desa tidak pakai dolar,Negatif,Negatif,
8937,"dolar naik...kedele impor,habis ini tahu, tempe, kecap naik, gandum impor naik habis ini, roti,mi instan, naik......orang jualan kue-kue naik....gara gara dolar, dan presiden ga tau...",dolar naikkedele imporhabis tahu tempe kecap naik gandum impor naik habis rotimi instan naikorang jual kuekue naikgara gara dolar presiden tidak tau,Negatif,Negatif,
10152,"itu dia, ga ada sesi tanya jawab kah di situ",tidak sesi tanya jawab,Negatif,Negatif,
1922,bodohnya kelewatanrakyat belanja pake rupiah barang impor yg harganya nyekek rakyat wowootak mana,bodoh kelewatanrakyat belanja pakai rupiah barang impor harga nyekek rakyat wowootak mana,Netral,Negatif,
1023,pak wowo beban export koq ga naik malah pinjaman mencakup ko makin beban pembelanjaannya laluuu kao bilang aman br jambu ya dia enak digaji uang pajak kita lahhh brpa mmm tuh kita rakyat biasa bg wowo menjerittttt,bapak prabowo beban export kok tidak naik malah pinjam cakup kok makin beban belanja laluuu kao bilang aman jambu enak gaji uang pajak berapa tuh rakyat biasa prabowo menjerittttt,Negatif,Negatif,
6132,hlohlohlokok gini,hlohlohlokok begini,Netral,Negatif,
5072,kamu aja sekolah pintar cpt besar ku titipkan negeri ini utk kamu pimpin le,saja sekolah pintar cepat besar titip negeri pimpin boleh,Negatif,Negatif,
4868,jika gak ingin pake bbm pake aja ini,tidak ingin pakai bbm pakai saja,Negatif,Negatif,
796,nunjuk diri sendiri ya pak wowoyg ngga becus pengelola negarapejabat itu hanya mengiyakan apa yg anda sarankan tapi blm tentu dilaksanakan kalau dilaksanakan hanya lamis asal bpk senangke dunguan pak wowo yg ngga tau bgmn menjlnkan pem negara dimanfaatkan pejabat dg semboyan aji mumpungmumpung presidennya dungudolar naik dan rupiah melemah jelas rakyat yg kena imbasnyasemua harga komoditas dan layanan publik akan naik krn bahan baku dan komplemennya impor semua,nunjuk diri sendiri bapak wowoyg tidak becus kelola negarapejabat hanya iya anda saran belum tentu laksana laksana hanya lam asal bpk senangke dungu bapak prabowo tidak tau bagaimana menjlnkan pem negara manfaat jabat semboyan aji mumpungmumpung presiden dungudolar naik rupiah lemah jelas rakyat kena imbasnyasemua harga komoditas layan publik naik bahan baku komplemen impor,Negatif,Negatif,
5582,iyah orang desa tidak memakan dollar tapi trnasaksi impor pakai dollar sehingga mempengaruhi transaksaksi dan mempengaruhi kehidupan masyarakat,desa tidak makan dollar trnasaksi impor pakai dollar pengaruh transaksaksi pengaruh hidup masyarakat,Negatif,Negatif,
5815,malunya brsekelas pleciden diajarin ekonomi sama anak yg mungkin blm akil baliq,malu brsekelas pleciden ajar ekonomi sama anak mungkin belum akil baliq,Negatif,Negatif,
1331,bayar impor bbm bukan pake dollar ya,bayar impor bbm bukan pakai dollar,Negatif,Negatif,
7928,prabowo di ajarkan bodoh oleh menteri nya,prabowo ajar bodoh menteri,Negatif,Negatif,
2488,omong omong bodoh,omong omong bodoh,Negatif,Negatif,
5675,makanya itulah adanya proses impor dan transport brbrdikiranya orang indonesia sama luar negri memakai uang yang sama,makanya itu ada proses impor transport brbrdikiranya indonesia sama luar negeri pakai uang sama,Positif,Positif,
8773,"maaf kayaknya orangnya gak paham, setiap pidato aja kyknya bahasanya belepotan (tdk terstruktur), apalagi mikir seperti yg ka2k tulis",maaf kayak orang tidak paham tiap pidato saja kayak bahasa belepotan tidak struktur apalagi mikir tulis,Negatif,Negatif,
1924,koq pendek kali pemikirannya,kok pendek kali pikir,Negatif,Negatif,
9367,"ini efeknya satu indo tong, selama sulawesi pake rupiah, sulawesi pun pasti kena juga",efek satu indonesia tong lama sulawesi pakai rupiah sulawesi pasti kena,Negatif,Negatif,
3502,tolong jangan sering dikasih mix repot ntar soalnya sering lupa kalo tempe yg dimakan di desa kedelainya impor pake dolar,tolong jangan sering kasih mix repot entar soal sering lupa tempe makan desa kedelai impor pakai dolar,Negatif,Negatif,
7829,gigit lidah dl dong kl mo ngomong,gigit lidah dulu mau omong,Negatif,Negatif,
8871,disini kota besar banyak kok pertalite gk pernah kosong,sini kota besar kok pertalite tidak kosong,Netral,Netral,
8766,"lah vt lo aja menghina prabowo, kok di bilang milih pak prabowo, lawak",vt saja hina prabowo kok bilang pilih bapak prabowo lawak,Negatif,Negatif,
783,heran rakyat dia yang mana ya pengusaha sppg kali,heran rakyat mana usaha sppg kali,Negatif,Negatif,
8201,ya allah dikala rakyat menjerit mereka tepuk tanggan dikira kondisi rupiah melemah adalah kondisi yg lucumasih sempatnya mereka tepuk tangan dan presiden kita masih melwak,allah kala rakyat jerit tepuk tanggan kira kondisi rupiah lemah kondisi lucumasih sempat tepuk tangan presiden masih melwak,Negatif,Negatif,
1161,bgni klo ciio mbg berpolitik,begini ciio mbak politik,Negatif,Negatif,
4265,waduh pak pak,waduh bapak bapak,Negatif,Negatif,
8381,nunggu qodari klarifikasi,tunggu qodari klarifikasi,Negatif,Negatif,
2886,udah jadi antek asing sekarang kah,antek asing sekarang,Negatif,Negatif,
9460,"serius, aku nyesel pak nyoblos dirimu",serius sesal bapak nyoblos diri,Negatif,Negatif,
3015,jelas banget kapasitasnya ke sudah sangat mandiri saja negara ini perangkat teknologi bahkan minyak saja masih impor yang artinya pake dolar apa si yang kita tidak impor pake dollar lu kira kita cukup makan pake rumput yang tumbuh di halaman,jelas banget kapasitas sangat mandiri saja negara perangkat teknologi bahkan minyak saja masih impor arti pakai dolar tidak impor pakai dollar kira cukup makan pakai rumput tumbuh halaman,Negatif,Negatif,
266,populasi orang indonesia saat ini jauh lebih banyak hidup di daerahperkotaandibandingkan pedesaanbrbrmenurut databadan pusat statistik bps sekitar hingga penduduk indonesia tinggal di kawasan perkotaan angka ini diperkirakan akan terus meningkat hingga pada tahun,populasi indonesia saat jauh lebih hidup daerahperkotaandibandingkan pedesaanbrbrmenurut databadan pusat statistik bps sekitar hingga duduk indonesia tinggal kawasan kota angka kira terus tingkat hingga tahun,Negatif,Negatif,
317,pak kita beli apa apa memang pakek rupiah tapi barang yg mreka jual ke kita rata rata pakai dolar,bapak beli memang pakai rupiah barang jual rata rata pakai dolar,Negatif,Negatif,
2909,nggak pantes presiden ngomong begitu hu,tidak pantas presiden omong hu,Positif,Negatif,
4739,pak bj habibie mendengar bgini marah besar pak brbrudah cape cape di turunin sampe brbrbrbreh ada statment bginibrbrbrpantes di pecat sma pak habibie,bapak bj habibie dengar begini marah besar bapak brbrudah capek capek turunin sampai brbrbrbreh statment bginibrbrbrpantes pecat sama bapak habibie,Negatif,Negatif,
4211,lah bahan pupuk dapat darimana kalau bukan impor gua curiga nih sudah di brain wash oleh mentan abs,bahan pupuk dapat darimana bukan impor gua curiga brain wash tan habis,Negatif,Negatif,
5219,hanya ingin tenar,hanya ingin tenar,Negatif,Negatif,
7664,bebal bodoh pula,bebal bodoh pula,Negatif,Negatif,
3066,presiden ko gini amat y,presiden kok begini amat,Positif,Negatif,
7583,presiden dan wakil sama gk punya skil kemampuandan bukan terpengaruh dari org skelilingyatpi klu presidenya cerrdas gk stupip ya gk kyk gitu cara berpikir dan sllu omonbner jauhkan dari mickrn akn tbh buat rakyat pusing dan kta malu dgn negara tetanggapunya presiden gk ada kmpuan,presiden wakil sama tidak punya skil kemampuandan bukan pengaruh skelilingyatpi presidenya cerrdas tidak stupip tidak kayak cara pikir selalu omonbner jauh mickrn tbh buat rakyat pusing malu negara tetanggapunya presiden tidak kmpuan,Negatif,Negatif,
6955,anda itu krisis kepercayaan,anda krisis percaya,Negatif,Negatif,
6246,duh pye to ki,duh pye ki,Negatif,Negatif,
2803,yg pusing rakyat kecil paknanti hrga tempe tahuayam sayurkarna bahan pakan pur pabrikan itu semua bahan baku nya dari america katanya,pusing rakyat kecil paknanti hrga tempe tahuayam sayurkarna bahan pakan pur pabrikan bahan baku america kata,Negatif,Negatif,
1157,benar diamput,benar amput,Negatif,Negatif,
5647,cara berfikirnya kalah sama anak sd,cara berfikirnya kalah sama anak sd,Negatif,Negatif,
2336,ternyata sampe sini otak nya,nyata sampai otak,Negatif,Negatif,
4004,tetap jaga kondusifitas tingkatkan kapabilitaa diri jgn sampai terprovokasi kritis merupakan bagian dri proses kedewasaan negara,tetap jaga kondusifitas tingkat kapabilitaa diri jangan sampai provokasi kritis rupa bagi proses dewasa negara,Positif,Positif,
6114,prabowo jangan dikasih micngomong nya ngga mikir emang org desa ngga makan tahu tempe yg harganya naekbbm naek karena dollar naek,prabowo jangan kasih micngomong tidak mikir memang desa tidak makan tahu tempe harga naekbbm naik dollar naik,Positif,Negatif,
104,dari semua yg pernah menjadi raja di konoha ini si fix sumpah yg paling parahhhhhhhhh,raja konoha fix sumpah paling parahhhhhhhhh,Negatif,Negatif,
8143,gak apa lah jogetin ajagak usah nyesalpilihan kalian emang kosong,tidak joget ajagak nyesalpilihan kalian memang kosong,Negatif,Negatif,
5019,buktinya naik gasemuah itu ada cadanganya iya kita bodoh karna ikuttan barat terus,bukti naik gasemuah cadanganya bodoh ikuttan barat terus,Negatif,Negatif,
6518,wowo berpikir kita semua warga desa bryang penting ngomong wowo,prabowo pikir warga desa bryang penting omong prabowo,Negatif,Negatif,
8453,rupiah anjlok dimata dunia karena berdasarkan mata uang dolar makanya keluar statement quotmasyarakat gak pake dollar kokquotbrbrnamun selanjutnya kan ada statement quotbanyak negara panik indonesia masih okequotbrbrberartibrbrtelaah dulu keseluruhan pembahasan jgn hanya bagian yg terpotong oantas sudah menyimpulkanbrbrdari sini kewajaran bahwa masyarakat indonesia memang iq jongkok kebanyakan,rupiah anjlok mata dunia dasar mata uang dolar makanya keluar statement quotmasyarakat tidak pakai dollar kokquotbrbrnamun lanjut statement quotbanyak negara panik indonesia masih okequotbrbrberartibrbrtelaah dulu seluruh bahas jangan hanya bagi potong oantas menyimpulkanbrbrdari wajar bahwa masyarakat indonesia memang iq jongkok banyak,Negatif,Negatif,
6795,sudah di bilang jangan kasih dia mik kumat deh gilanya ngomong asal mangap congornya,bilang jangan kasih mik kumat gila omong asal mangap congor,Negatif,Negatif,
5035,mau dollar turun pun kalo minyak naik ya tetap naik dulu tahun dollar pernah rb orang di desa jarang pny motortv mau beli motor harus jual sawah sekarang hmpir tiap kepala pny motor menurutku cm beda nominal doang dulu bensin rb perliter lu kerja nyangkul sehari jg bayaran nya cm rb sekaramg bensin rb kerja nyangkul sehari rb sama aja kan apa bedanya cb,mau dollar turun minyak naik tetap naik dulu tahun dollar ribu desa jarang punya motortv mau beli motor harus jual sawah sekarang hampir tiap kepala punya motor turut cuma beda nominal doang dulu bensin ribu liter kerja nyangkul hari bayar cuma ribu sekaramg bensin ribu kerja nyangkul hari ribu sama saja beda,Negatif,Negatif,
